UD; LATISANA   ; VIA ISONZO 52          ; VIA ISONZO 52          ,  LATISANA   ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;1,669;1,669
PN; SACILE     ; VIALE MATTEOTTI 10     ; VIALE MATTEOTTI 10     ,  SACILE     ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;1,668;1,668
UD; GONARS     ; S.S.252 KM 20+875      ; S.S.252 KM 20+875      ,  GONARS     ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;1,663;1,663
PN; PORDENONE  ; SS PONTABBANA KM78+771 ; SS PONTABBANA KM78+771 ,  PORDENONE  ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;1,662;1,662
PN; AZZANO DECIMO          ; VIA CENTRALE 15/1      ; VIA CENTRALE 15/1      ,  AZZANO DECIMO          ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;1,65;1,65
UD; CERVIGNANO ; VIALE III ARMATA 4     ; VIALE III ARMATA 4     ,  CERVIGNANO ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; MANZANO    ; VIA UDINE 30           ; VIA UDINE 30           ,  MANZANO    ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; MARANO LAGUNARE        ; VIA UDINE 9; VIA UDINE 9,  MARANO LAGUNARE        ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; MOGGIO UDINESE         ; VIA ERMOLLI 33         ; VIA ERMOLLI 33         ,  MOGGIO UDINESE         ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; POCENIA    ; VIA ROMA 137           ; VIA ROMA 137           ,  POCENIA    ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; S. GIOVANNI AL NATISONE; VIA PALMARINA 38       ; VIA PALMARINA 38       ,  S. GIOVANNI AL NATISONE;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; TRICESIMO  ; VIA PONTEBBANA 3       ; VIA PONTEBBANA 3       ,  TRICESIMO  ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; UDINE      ; V.LE DUODO 20          ; V.LE DUODO 20          ,  UDINE      ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; UDINE      ; VIALE LEDRA 40         ; VIALE LEDRA 40         ,  UDINE      ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S/N;;
UD; UDINE      ; VIA COTONIFICIO 241    ; VIA COTONIFICIO 241    ,  UDINE      ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; UDINE      ; VIA LA SPEZIA 100      ; VIA LA SPEZIA 100      ,  UDINE      ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
GO; GRADO      ; VIA DELLO SQUERO 22    ; VIA DELLO SQUERO 22    ,  GRADO      ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
GO; MONFALCONE ; VIA A. MATTEOTTI 21    ; VIA A. MATTEOTTI 21    ,  MONFALCONE ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
GO; MONFALCONE ; BIVIO SAN POLO         ; BIVIO SAN POLO         ,  MONFALCONE ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
TS; MUGGIA     ; PORTO SAN ROCCO        ; PORTO SAN ROCCO        ,  MUGGIA     ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  M;;
PN; CAVASSO NUOVO          ; VIA PETRARCA 3         ; VIA PETRARCA 3         ,  CAVASSO NUOVO          ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
PN; POLCENIGO  ; VIA PORDENONE 139/A    ; VIA PORDENONE 139/A    ,  POLCENIGO  ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
PN; SACILE     ; VIA S.GIOVANNI 36/C    ; VIA S.GIOVANNI 36/C    ,  SACILE     ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
PN; SACILE     ; VIA MARTIRI SFRISO 40  ; VIA MARTIRI SFRISO 40  ,  SACILE     ;" <img src=""img/loghi/AGIP.gif"" alt=""AGIP"" border=""0"">";  S;;
UD; S. GIORGIO DI NOGARO   ; VIA E.FERMI N.21       ; VIA E.FERMI N.21       ,  S. GIORGIO DI NOGARO   ;" <img src=""img/loghi/ANONIMO.gif"" alt=""ANONIMO"" border=""0"">";  S;;
UD; CODROIPO   ; VIALE VENEZIA 112      ; VIALE VENEZIA 112      ,  CODROIPO   ;" <img src=""img/loghi/BIG.gif"" alt=""BIG"" border=""0"">";  S;1,61;1,61
PN; SACILE     ; VIA S.LIBERALE 11      ; VIA S.LIBERALE 11      ,  SACILE     ;" <img src=""img/loghi/COSTANTIN.gif"" alt=""COSTANTIN"" border=""0"">";  S;1,724;1,724
PN; ZOPPOLA    ; VIA PANCERA 50         ; VIA PANCERA 50         ,  ZOPPOLA    ;" <img src=""img/loghi/COSTANTIN.gif"" alt=""COSTANTIN"" border=""0"">";  S;1,724;1,724
PN; ZOPPOLA    ; VIA CUSANO 14          ; VIA CUSANO 14          ,  ZOPPOLA    ;" <img src=""img/loghi/COSTANTIN.gif"" alt=""COSTANTIN"" border=""0"">";  S;1,724;1,724
PN; PORCIA     ; CORSO ZANUSSI 29       ; CORSO ZANUSSI 29       ,  PORCIA     ;" <img src=""img/loghi/COSTANTIN.gif"" alt=""COSTANTIN"" border=""0"">";  S;1,654;1,654
PN; PORDENONE  ; VIA MONTEREALE 157/A   ; VIA MONTEREALE 157/A   ,  PORDENONE  ;" <img src=""img/loghi/COSTANTIN.gif"" alt=""COSTANTIN"" border=""0"">";  S;;
PN; S. QUIRINO ; VIA MANIAGO 28         ; VIA MANIAGO 28         ,  S. QUIRINO ;" <img src=""img/loghi/COSTANTIN.gif"" alt=""COSTANTIN"" border=""0"">";  S;;
UD; AIELLO     ; VIA G.MAMELI S.P. EX TOTAL    ; VIA G.MAMELI S.P. EX TOTAL    ,  AIELLO     ;" <img src=""img/loghi/DRUSIAN.gif"" alt=""DRUSIAN"" border=""0"">";  S;1,679;1,679
GO; GRADO      ; RIVA UGO FOSCOLO 1     ; RIVA UGO FOSCOLO 1     ,  GRADO      ;" <img src=""img/loghi/DRUSIAN.gif"" alt=""DRUSIAN"" border=""0"">";  S/M;;
UD; CODROIPO   ; VIA LIGNANO 4          ; VIA LIGNANO 4          ,  CODROIPO   ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,733;1,668
UD; MORTEGLIANO; VIA MARCONI 27         ; VIA MARCONI 27         ,  MORTEGLIANO;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,728;1,678
UD; POZZUOLO DEL FRIULI    ; VIA QUARTO GENOVA SR 353 KM9+4; VIA QUARTO GENOVA SR 353 KM9+4,  POZZUOLO DEL FRIULI    ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,728;1,678
UD; TREPPO GRANDE          ; VIA ROMA 16; VIA ROMA 16,  TREPPO GRANDE          ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,719;1,719
PN; SPILIMBERGO; SS 464 KM 15+276       ; SS 464 KM 15+276       ,  SPILIMBERGO;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,716;1,696
GO; RONCHI DEI LEGIONARI   ; VIA AQUILEIA 35        ; VIA AQUILEIA 35        ,  RONCHI DEI LEGIONARI   ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,705;1,705
PN; FIUME VENETO           ; VIA S.FRANCESCO 128    ; VIA S.FRANCESCO 128    ,  FIUME VENETO           ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,699;1,699
UD; UDINE      ; V.LE DELLE FERRIERE 20 ; V.LE DELLE FERRIERE 20 ,  UDINE      ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,698;1,698
GO; GORIZIA    ; VIA DEL S. MICHELE 57  ; VIA DEL S. MICHELE 57  ,  GORIZIA    ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,695;1,695
GO; GORIZIA    ; VIA BRIGATA RE 20/B    ; VIA BRIGATA RE 20/B    ,  GORIZIA    ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,695;1,695
PN; FIUME VENETO           ; A 28/SS 13 KM 0+750 DX ; A 28/SS 13 KM 0+750 DX ,  FIUME VENETO           ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,694;1,694
PN; SEQUALS    ; VIA RISORGIMENTO 5     ; VIA RISORGIMENTO 5     ,  SEQUALS    ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,689;1,689
PN; PASIANO DI PORDENONE   ; VIA ROMA 125           ; VIA ROMA 125           ,  PASIANO DI PORDENONE   ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,679;1,679
GO; VILLESSE   ; S.S.351 KM.16+250      ; S.S.351 KM.16+250      ,  VILLESSE   ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,677;1,677
UD; BUTTRIO    ; NAZIONALE 33           ; NAZIONALE 33           ,  BUTTRIO    ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,668;1,668
GO; FARRA D'ISONZO         ;  VIA GORIZIA 109       ;  VIA GORIZIA 109       ,  FARRA D'ISONZO         ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,625;1,625
GO; MONFALCONE ; G.F. POCAR ; G.F. POCAR ,  MONFALCONE ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;1,625;1,625
UD; BAGNARIA ARSA          ; VIA JULIA AUGUSTA 29   ; VIA JULIA AUGUSTA 29   ,  BAGNARIA ARSA          ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;;
UD; CORNO DI ROSAZZO       ; VIA AQUILEIA 51        ; VIA AQUILEIA 51        ,  CORNO DI ROSAZZO       ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;;
UD; LIGNANO SABBIADORO     ; VIA DEI PLATANI 71     ; VIA DEI PLATANI 71     ,  LIGNANO SABBIADORO     ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;;
UD; MUZZANA DEL TURGNANO   ; VIA CASTIONS 13        ; VIA CASTIONS 13        ,  MUZZANA DEL TURGNANO   ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;;
UD; UDINE      ; VIA MARTIGNACCO 39     ; VIA MARTIGNACCO 39     ,  UDINE      ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;;
UD; UDINE      ; FRAZ.GODIA V. LA SPEZIA 380   ; FRAZ.GODIA V. LA SPEZIA 380   ,  UDINE      ;" <img src=""img/loghi/ERG.gif"" alt=""ERG"" border=""0"">";  S;;
UD; COLLOREDO DI MONTALBANO; A23 LEDRA OVEST        ; A23 LEDRA OVEST        ,  COLLOREDO DI MONTALBANO;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  A/N;1,75;1,75
UD; RESIUTTA   ; VIALE UDINE 11         ; VIALE UDINE 11         ,  RESIUTTA   ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,724;1,724
UD; VILLA SANTINA          ; SS 52 KM 19+820        ; SS 52 KM 19+820        ,  VILLA SANTINA          ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,709;1,709
UD; S. DANIELE DEL FRIULI  ; VIA VENEZIA 9          ; VIA VENEZIA 9          ,  S. DANIELE DEL FRIULI  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,707;1,707
UD; S. DANIELE DEL FRIULI  ; V.LE TRENTO E TRIESTE 83      ; V.LE TRENTO E TRIESTE 83      ,  S. DANIELE DEL FRIULI  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,707;1,707
UD; TOLMEZZO   ; VIA MARCHI 2           ; VIA MARCHI 2           ,  TOLMEZZO   ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,707;1,707
PN; TRAVESIO   ; SP 22 DELLA VAL COSA KM 6+904 ; SP 22 DELLA VAL COSA KM 6+904 ,  TRAVESIO   ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,707;1,707
UD; TORVISCOSA ; STRADONE ZUINO NORD 244; STRADONE ZUINO NORD 244,  TORVISCOSA ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,689;1,689
UD; MORTEGLIANO; SS 353 KM 12+911       ; SS 353 KM 12+911       ,  MORTEGLIANO;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,678;1,678
UD; TARVISIO   ; SS 13 KM 220+230       ; SS 13 KM 220+230       ,  TARVISIO   ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,677;1,677
UD; CIVIDALE DEL FRIULI    ; VIA UDINE 50           ; VIA UDINE 50           ,  CIVIDALE DEL FRIULI    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,674;1,674
UD; S. GIORGIO DI NOGARO   ; SS 14 KM 100+990       ; SS 14 KM 100+990       ,  S. GIORGIO DI NOGARO   ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,673;1,673
GO; MEDEA      ; PONTE SULLA VERSA 2    ; PONTE SULLA VERSA 2    ,  MEDEA      ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,672;1,672
PN; CASARSA DELLA DELIZIA  ; VIA NAZIONALE 25       ; VIA NAZIONALE 25       ,  CASARSA DELLA DELIZIA  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,672;1,672
PN; ZOPPOLA    ; CODROIPO 14; CODROIPO 14,  ZOPPOLA    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,671;1,671
UD; CERVIGNANO ; VIA VENEZIA 25         ; VIA VENEZIA 25         ,  CERVIGNANO ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,67;1,67
GO; GORIZIA    ; VIA TRIESTE 106        ; VIA TRIESTE 106        ,  GORIZIA    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,67;1,67
TS; SGONICO    ; SS. 202 KM. 18+945     ; SS. 202 KM. 18+945     ,  SGONICO    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,67;1,67
TS; TRIESTE    ; P.ZZA FORAGGI 7        ; P.ZZA FORAGGI 7        ,  TRIESTE    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,67;1,67
TS; TRIESTE    ; CARNARO/SS 202 KM 3+067; CARNARO/SS 202 KM 3+067,  TRIESTE    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,67;1,67
GO; GORIZIA    ; VIA AQUILEIA 40        ; VIA AQUILEIA 40        ,  GORIZIA    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,669;1,669
PN; AVIANO     ;" SP N. 7 ""DI AVIANO"" KM 6+847  ";" SP N. 7 ""DI AVIANO"" KM 6+847  ,  AVIANO     ";" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,669;1,669
UD; GEMONA DEL FRIULI      ; VIA TABOGA 50          ; VIA TABOGA 50          ,  GEMONA DEL FRIULI      ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,668;1,668
UD; BUIA; VIA PROVINCIALE OSOVANA 82    ; VIA PROVINCIALE OSOVANA 82    ,  BUIA;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,667;1,667
UD; CODROIPO   ; V.LE VENEZIA 92        ; V.LE VENEZIA 92        ,  CODROIPO   ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,667;1,667
UD; LIGNANO SABBIADORO     ; V.LE EUROPA 16         ; V.LE EUROPA 16         ,  LIGNANO SABBIADORO     ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,667;1,667
UD; S. GIOVANNI AL NATISONE; SS 56 KM 17+135        ; SS 56 KM 17+135        ,  S. GIOVANNI AL NATISONE;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,667;1,667
GO; S. CANZIAN D'ISONZO    ; VIA NAZARIO SAURO 1    ; VIA NAZARIO SAURO 1    ,  S. CANZIAN D'ISONZO    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,667;1,667
TS; TRIESTE    ; P.LE VALMAURA 4        ; P.LE VALMAURA 4        ,  TRIESTE    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,665;1,665
PN; PORDENONE  ; VIA DELLE GRAZIE 5     ; VIA DELLE GRAZIE 5     ,  PORDENONE  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,665;1,665
PN; S. GIORGIO DELLA RICHINVELDA  ; FRAZ.RAUSCEDO VIA SILE 33     ; FRAZ.RAUSCEDO VIA SILE 33     ,  S. GIORGIO DELLA RICHINVELDA  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,665;1,665
GO; MONFALCONE ; VIA BOITO 64           ; VIA BOITO 64           ,  MONFALCONE ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
TS; TRIESTE    ; VIA FLAVIA 120/1       ; VIA FLAVIA 120/1       ,  TRIESTE    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
PN; AZZANO DECIMO          ; VIA TRIESTE 14         ; VIA TRIESTE 14         ,  AZZANO DECIMO          ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
PN; CHIONS     ; VIA MARCONI 41         ; VIA MARCONI 41         ,  CHIONS     ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
PN; FIUME VENETO           ; VIA DANTE 48           ; VIA DANTE 48           ,  FIUME VENETO           ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
PN; PORDENONE  ; VIALE GRIGOLETTI 42    ; VIALE GRIGOLETTI 42    ,  PORDENONE  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
PN; PORDENONE  ; VIALE VENEZIA 95       ; VIALE VENEZIA 95       ,  PORDENONE  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
PN; PORDENONE  ; VIA MONTEREALE 88      ; VIA MONTEREALE 88      ,  PORDENONE  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
PN; PORDENONE  ; VIALE GRIGOLETTI 115   ; VIALE GRIGOLETTI 115   ,  PORDENONE  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
PN; PORDENONE  ; VIA ROVEREDO SP 7 KM 0+230    ; VIA ROVEREDO SP 7 KM 0+230    ,  PORDENONE  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,664;1,664
UD; FAGAGNA    ; VIA UDINE 61           ; VIA UDINE 61           ,  FAGAGNA    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,658;1,658
TS; SGONICO    ; LOC. CAMPO SACRO SP1 DEL CARSO; LOC. CAMPO SACRO SP1 DEL CARSO,  SGONICO    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,658;1,658
TS; TRIESTE    ; LOCALITA' VILLA OPICINA 993   ; LOCALITA' VILLA OPICINA 993   ,  TRIESTE    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,658;1,658
TS; TRIESTE    ; VIA CAMPI ELISI        ; VIA CAMPI ELISI        ,  TRIESTE    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,658;1,658
UD; TRICESIMO  ; VIA NAZIONALE 28       ; VIA NAZIONALE 28       ,  TRICESIMO  ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,657;1,657
UD; UDINE      ; VIALE TRIESTE 3        ; VIALE TRIESTE 3        ,  UDINE      ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,657;1,657
UD; UDINE      ; VIA MARTIGNACCO 293    ; VIA MARTIGNACCO 293    ,  UDINE      ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,657;1,657
UD; UDINE      ; V.LE PALMANOVA 139     ; V.LE PALMANOVA 139     ,  UDINE      ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,657;1,657
UD; UDINE      ; V.LE MONSIGNOR NOGARA  ; V.LE MONSIGNOR NOGARA  ,  UDINE      ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,657;1,657
GO; MONFALCONE ; VIA I MAGGIO 59        ; VIA I MAGGIO 59        ,  MONFALCONE ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,657;1,657
PN; MANIAGO    ; MARCO POLO 25          ; MARCO POLO 25          ,  MANIAGO    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,654;1,654
UD; VILLA VICENTINA        ; SS 14 TRIESTINA KM 115+050    ; SS 14 TRIESTINA KM 115+050    ,  VILLA VICENTINA        ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;1,637;1,637
UD; BAGNARIA ARSA          ; VIA JULIA AUGUSTA 7/B  ; VIA JULIA AUGUSTA 7/B  ,  BAGNARIA ARSA          ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
UD; BUTTRIO    ; SS 56 KM 11+752        ; SS 56 KM 11+752        ,  BUTTRIO    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
UD; CODROIPO   ; V.PONTE DELIZIA 4      ; V.PONTE DELIZIA 4      ,  CODROIPO   ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
UD; CODROIPO   ; VIA CAVALCAVIA 11      ; VIA CAVALCAVIA 11      ,  CODROIPO   ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
UD; FAGAGNA    ; SPILIMBERGO SS 464     ; SPILIMBERGO SS 464     ,  FAGAGNA    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
UD; LATISANA   ; VIA SABBIONERA         ; VIA SABBIONERA         ,  LATISANA   ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
UD; LIGNANO SABBIADORO     ; V.LE EUROPA 150        ; V.LE EUROPA 150        ,  LIGNANO SABBIADORO     ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
UD; OSOPPO     ; LOC.RIVOLI SS 463 KM 4+515    ; LOC.RIVOLI SS 463 KM 4+515    ,  OSOPPO     ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
UD; UDINE      ; VIA GENERAL CANTORE 32 ; VIA GENERAL CANTORE 32 ,  UDINE      ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
GO; GORIZIA    ; VIA LUNGO ISONZO ARGENTINA 77 ; VIA LUNGO ISONZO ARGENTINA 77 ,  GORIZIA    ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
TS; DUINO AURISINA         ; FRAZ.SISTIANA SS 14    ; FRAZ.SISTIANA SS 14    ,  DUINO AURISINA         ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
PN; SACILE     ; VIALE TRENTO 7         ; VIALE TRENTO 7         ,  SACILE     ;" <img src=""img/loghi/ESSO.gif"" alt=""ESSO"" border=""0"">";  S;;
TS; TRIESTE    ; PASSEGGIO S. ANDREA    ; PASSEGGIO S. ANDREA    ,  TRIESTE    ;" <img src=""img/loghi/FLY.gif"" alt=""FLY"" border=""0"">";  S;1,728;1,728
UD; S. GIOVANNI AL NATISONE; VIA DEL COLLIO 12      ; VIA DEL COLLIO 12      ,  S. GIOVANNI AL NATISONE;" <img src=""img/loghi/FLY.gif"" alt=""FLY"" border=""0"">";  S;1,718;1,718
UD; S. GIOVANNI AL NATISONE; MADONNA DI STRADA 5    ; MADONNA DI STRADA 5    ,  S. GIOVANNI AL NATISONE;" <img src=""img/loghi/FLY.gif"" alt=""FLY"" border=""0"">";  S;1,718;1,679
UD; BUIA; VIA PROVINCIALE LAVIO 5; VIA PROVINCIALE LAVIO 5,  BUIA;" <img src=""img/loghi/FLY.gif"" alt=""FLY"" border=""0"">";  S;1,704;1,704
UD; UDINE      ; VIA CONTI 301 TANGENZIALE SUD ; VIA CONTI 301 TANGENZIALE SUD ,  UDINE      ;" <img src=""img/loghi/FLY.gif"" alt=""FLY"" border=""0"">";  S;1,704;1,704
UD; FAGAGNA    ; SPILIMBERGO 122        ; SPILIMBERGO 122        ,  FAGAGNA    ;" <img src=""img/loghi/FLY.gif"" alt=""FLY"" border=""0"">";  S;1,692;1,692
UD; TALMASSONS ;" SS 252 ""NAPOLEONICA"" KM 9+485 ";" SS 252 ""NAPOLEONICA"" KM 9+485 ,  TALMASSONS ";" <img src=""img/loghi/FLY.gif"" alt=""FLY"" border=""0"">";  S;1,688;1,688
UD; TAVAGNACCO ; VIA MARCONI 90         ; VIA MARCONI 90         ,  TAVAGNACCO ;" <img src=""img/loghi/FLY.gif"" alt=""FLY"" border=""0"">";  S;1,688;1,688
UD; MORTEGLIANO; DIVISIONE JULIA 67     ; DIVISIONE JULIA 67     ,  MORTEGLIANO;" <img src=""img/loghi/FLY.gif"" alt=""FLY"" border=""0"">";  S;;
PN; CASARSA DELLA DELIZIA  ; VIALE VENEZIA 39       ; VIALE VENEZIA 39       ,  CASARSA DELLA DELIZIA  ;" <img src=""img/loghi/H6.gif"" alt=""H6"" border=""0"">";  S;1,688;1,688
UD; TARVISIO   ; FRAZ.CAMPOROSSO V.ALPI GIULIE ; FRAZ.CAMPOROSSO V.ALPI GIULIE ,  TARVISIO   ;" <img src=""img/loghi/H6.gif"" alt=""H6"" border=""0"">";  S;1,682;1,682
